"filename", "language", "Python", "C", "Properties", "C++", "Batch", "reStructuredText", "pip requirements", "Markdown", "Diff", "Shell Script", "Perl", "XML", "Makefile", "YAML", "comment", "blank", "total"
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/val_secalgo.h", "C++", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 16, 151
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/val_sigcrypt.c", "C", 0, 1258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 297, 109, 1664
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/val_sigcrypt.h", "C++", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 33, 352
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/val_utils.c", "C", 0, 983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 67, 1243
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/val_utils.h", "C++", 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 306, 27, 415
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/validator.c", "C", 0, 2118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 727, 183, 3028
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/validator/validator.h", "C++", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 40, 266
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/anchor-update.c", "C", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 11, 153
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/service.conf", "Properties", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 30
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/unbound-control-setup.cmd", "Batch", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 27, 165
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/unbound-service-install.c", "C", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 3, 66
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/unbound-service-remove.c", "C", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 3, 66
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/w_inst.c", "C", 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 24, 322
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/w_inst.h", "C++", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 9, 81
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/win_svc.c", "C", 0, 458, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 38, 632
"/home/powbu/Documents/Uni/Bachelorarbeit/unbound/winrc/win_svc.h", "C++", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 11, 91
"Total", "-", 2106, 128092, 2153, 9092, 308, 1727, 257, 351, 4533, 9968, 142, 36, 40, 718, 47447, 18045, 225015
